orf_id,transcript,gene,is_canonical,classification,orf_class,chromosome,coor1,coor2,strand
orf132840,chr10_257423,YJL092W,canonical,conserved,Verified,chrX,257423,260947,+
orf135520,chr10_261057,NA,noncanonical,other,None,chrX,261057,261290,+
orf141741,chr10_261080,YJL091C,canonical,conserved,Verified,chrX,261080,262576,-
orf141738,chr10_262757,YJL090C,canonical,conserved,Verified,chrX,262757,265051,-
orf135546,chr10_265926,YJL089W,canonical,conserved,Verified,chrX,265926,268415,+
orf132862,chr10_268493,YJL088W,canonical,conserved,Verified,chrX,268493,269815,+
orf128901,chr10_26887,YJL214W,canonical,conserved,Verified,chrX,26887,28596,+
orf141722,chr10_270002,YJL087C,canonical,conserved,Verified,chrX,270002,272485,-
orf129788,chr10_272827,YJL085W,canonical,conserved,Verified,chrX,272827,274698,+
orf141709,chr10_274862,YJL084C,canonical,conserved,Verified,chrX,274862,278002,-
orf135590,chr10_278841,YJL083W,canonical,conserved,Verified,chrX,278841,280655,+
orf129821,chr10_280879,NA,noncanonical,denovo,None,chrX,280879,281088,+
orf129822,chr10_281185,YJL082W,canonical,conserved,Verified,chrX,281185,283380,+
orf135599,chr10_283566,NA,noncanonical,denovo,None,chrX,283566,283730,+
orf141683,chr10_283802,YJL081C,canonical,conserved,Verified,chrX,283802,285271,-
orf131845,chr10_28466,NA,noncanonical,other,None,chrX,28466,28663,+
orf138845,chr10_285558,YJL080C,canonical,conserved,Verified,chrX,285558,289226,-
orf138844,chr10_289401,NA,noncanonical,denovo,None,chrX,289401,289619,-
orf138843,chr10_289686,NA,noncanonical,denovo,None,chrX,289686,289826,-
orf138842,chr10_289875,YJL079C,canonical,conserved,Verified,chrX,289875,290774,-
orf132960,chr10_290138,NA,noncanonical,other,None,chrX,290138,290329,+
orf138841,chr10_291336,YJL078C,canonical,conserved,Verified,chrX,291336,293981,-
orf129868,chr10_293338,NA,noncanonical,other,None,chrX,293338,293535,+
orf132982,chr10_294047,YJL077W-B,canonical,other,Uncharacterized,chrX,294047,294145,+
orf129870,chr10_294142,NA,noncanonical,other,None,chrX,294142,294294,+
orf132983,chr10_294314,NA,noncanonical,denovo,None,chrX,294314,294367,+
orf132984,chr10_294467,NA,noncanonical,denovo,None,chrX,294467,294511,+
orf138838,chr10_294666,YJL077C,canonical,denovo,Verified,chrX,294666,295061,-
orf129871,chr10_294799,YJL077W-A,canonical,denovo,Uncharacterized,chrX,294799,294885,+
orf135632,chr10_295245,YJL076W,canonical,conserved,Verified,chrX,295245,298814,+
orf138830,chr10_299157,YJL074C,canonical,conserved,Verified,chrX,299157,302849,-
orf129911,chr10_303040,YJL073W,canonical,conserved,Verified,chrX,303040,305118,+
orf144354,chr10_305143,NA,noncanonical,other,None,chrX,305143,305181,-
orf144353,chr10_305221,YJL072C,canonical,conserved,Verified,chrX,305221,305862,-
orf142562,chr10_30527,NA,noncanonical,other,None,chrX,30527,30652,-
orf133013,chr10_305666,NA,noncanonical,denovo,None,chrX,305666,305872,+
orf135647,chr10_306132,YJL071W,canonical,conserved,Verified,chrX,306132,307856,+
orf138804,chr10_307971,YJL070C,canonical,conserved,Uncharacterized,chrX,307971,310637,-
orf141548,chr10_310922,YJL069C,canonical,conserved,Verified,chrX,310922,312706,-
orf141545,chr10_313016,YJL068C,canonical,conserved,Verified,chrX,313016,313915,-
orf133044,chr10_314084,YJL067W,noncanonical,other,Dubious,chrX,314084,314434,+
orf141543,chr10_314114,YJL066C,canonical,conserved,Verified,chrX,314114,314872,-
orf139792,chr10_31485,NA,noncanonical,denovo,None,chrX,31485,31607,-
orf138792,chr10_315054,YJL065C,canonical,conserved,Verified,chrX,315054,315557,-
orf138789,chr10_315759,YJL063C,canonical,conserved,Verified,chrX,315759,316475,-
orf129969,chr10_316723,YJL062W-A,canonical,conserved,Verified,chrX,316723,316980,+
orf133049,chr10_317078,NA,noncanonical,denovo,None,chrX,317078,317179,+
orf129970,chr10_317284,YJL062W,canonical,conserved,Verified,chrX,317284,319776,+
orf134656,chr10_31833,NA,noncanonical,other,None,chrX,31833,31901,+
orf135693,chr10_320016,YJL061W,canonical,conserved,Verified,chrX,320016,322157,+
orf134657,chr10_32163,YJL213W,canonical,conserved,Verified,chrX,32163,33158,+
orf135696,chr10_322521,NA,noncanonical,denovo,None,chrX,322521,322757,+
orf141506,chr10_322805,NA,noncanonical,denovo,None,chrX,322805,322930,-
orf130000,chr10_323386,YJL060W,canonical,conserved,Verified,chrX,323386,324720,+
orf130004,chr10_324964,YJL059W,canonical,conserved,Verified,chrX,324964,326190,+
orf144282,chr10_326242,YJL058C,canonical,conserved,Verified,chrX,326242,327873,-
orf133103,chr10_327875,NA,noncanonical,denovo,None,chrX,327875,327979,+
orf141483,chr10_328118,YJL057C,canonical,conserved,Verified,chrX,328118,330121,-
orf141480,chr10_330431,YJL056C,canonical,conserved,Verified,chrX,330431,333073,-
orf135730,chr10_333357,YJL055W,canonical,conserved,Verified,chrX,333357,334094,+
orf138714,chr10_333579,NA,noncanonical,other,None,chrX,333579,333863,-
orf133135,chr10_334265,YJL054W,canonical,conserved,Verified,chrX,334265,335701,+
orf135741,chr10_335715,NA,noncanonical,denovo,None,chrX,335715,335795,+
orf135743,chr10_335898,YJL053W,canonical,conserved,Verified,chrX,335898,337037,+
orf135744,chr10_337065,NA,noncanonical,denovo,None,chrX,337065,337121,+
orf130054,chr10_337621,NA,noncanonical,denovo,None,chrX,337621,337887,+
orf130055,chr10_338002,NA,noncanonical,denovo,None,chrX,338002,338127,+
orf135748,chr10_338271,YJL052W,canonical,conserved,Verified,chrX,338271,339269,+
orf145311,chr10_33850,YJL212C,canonical,conserved,Verified,chrX,33850,36249,-
orf144220,chr10_339187,NA,noncanonical,denovo,None,chrX,339187,339315,-
orf130064,chr10_339787,YJL051W,canonical,conserved,Verified,chrX,339787,342255,+
orf138691,chr10_341448,NA,noncanonical,other,None,chrX,341448,341567,-
orf144209,chr10_341764,NA,noncanonical,denovo,None,chrX,341764,341895,-
orf135755,chr10_342522,YJL050W,canonical,conserved,Verified,chrX,342522,345743,+
orf130093,chr10_345973,YJL049W,canonical,conserved,Uncharacterized,chrX,345973,347325,+
orf141423,chr10_347300,NA,noncanonical,denovo,None,chrX,347300,347446,-
orf141422,chr10_347447,YJL048C,canonical,conserved,Verified,chrX,347447,348637,-
orf138671,chr10_348600,NA,noncanonical,other,None,chrX,348600,348731,-
orf141421,chr10_348716,NA,noncanonical,other,None,chrX,348716,348781,-
orf141420,chr10_348800,NA,noncanonical,other,None,chrX,348800,348871,-
orf135764,chr10_348951,NA,noncanonical,denovo,None,chrX,348951,349139,+
orf138670,chr10_349044,YJL047C-A,canonical,other,Uncharacterized,chrX,349044,349340,-
orf135765,chr10_349188,NA,noncanonical,other,None,chrX,349188,349295,+
orf133189,chr10_349442,NA,noncanonical,other,None,chrX,349442,349555,+
orf141417,chr10_349580,YJL047C,canonical,conserved,Verified,chrX,349580,352108,-
orf144160,chr10_352105,NA,noncanonical,other,None,chrX,352105,352227,-
orf135775,chr10_352260,YJL046W,canonical,conserved,Verified,chrX,352260,353615,+
orf130125,chr10_354649,NA,noncanonical,other,None,chrX,354649,354756,+
orf133208,chr10_356024,YJL045W,canonical,conserved,Verified,chrX,356024,357928,+
orf141393,chr10_357944,NA,noncanonical,denovo,None,chrX,357944,358030,-
orf138638,chr10_358095,NA,noncanonical,denovo,None,chrX,358095,358181,-
orf144130,chr10_358300,YJL044C,canonical,conserved,Verified,chrX,358300,359676,-
orf130144,chr10_360130,YJL043W,canonical,conserved,Uncharacterized,chrX,360130,360903,+
orf135802,chr10_360897,NA,noncanonical,other,None,chrX,360897,361139,+
orf130147,chr10_361165,NA,noncanonical,denovo,None,chrX,361165,361233,+
orf130148,chr10_361249,YJL042W,canonical,conserved,Verified,chrX,361249,365445,+
orf145310,chr10_36280,NA,noncanonical,denovo,None,chrX,36280,36411,-
NA,chr10_365784,YJL041W,canonical,conserved,Verified,chrX,365784,368373,+
orf139771,chr10_36717,NA,noncanonical,other,None,chrX,36717,36863,-
orf145308,chr10_36757,YJL211C,noncanonical,other,Dubious,chrX,36757,37200,-
orf130153,chr10_368455,NA,noncanonical,denovo,None,chrX,368455,368490,+
orf138595,chr10_368748,YJL039C,canonical,conserved,Verified,chrX,368748,373799,-
orf128934,chr10_36919,YJL210W,canonical,conserved,Verified,chrX,36919,37734,+
orf144087,chr10_375115,YJL038C,canonical,conserved,Verified,chrX,375115,375774,-
orf135836,chr10_375429,NA,noncanonical,other,None,chrX,375429,375560,+
orf130176,chr10_375565,NA,noncanonical,other,None,chrX,375565,375672,+
orf141314,chr10_375980,NA,noncanonical,denovo,None,chrX,375980,376129,-
orf135840,chr10_376662,YJL037W,canonical,conserved,Verified,chrX,376662,377336,+
orf141312,chr10_376799,NA,noncanonical,other,None,chrX,376799,377314,-
orf133285,chr10_377261,NA,noncanonical,other,None,chrX,377261,377416,+
orf135846,chr10_378825,YJL036W,canonical,conserved,Verified,chrX,378825,380096,+
orf128936,chr10_38005,YJL209W,canonical,conserved,Verified,chrX,38005,39969,+
orf141300,chr10_380249,YJL035C,canonical,conserved,Verified,chrX,380249,381001,-
orf133297,chr10_380909,NA,noncanonical,other,None,chrX,380909,381058,+
orf130202,chr10_381094,NA,noncanonical,other,None,chrX,381094,381198,+
orf135851,chr10_381327,YJL034W,canonical,conserved,Verified,chrX,381327,383375,+
orf133300,chr10_383837,YJL033W,canonical,conserved,Verified,chrX,383837,386149,+
orf141278,chr10_386246,NA,noncanonical,other,None,chrX,386246,386368,-
NA,chr10_386368,YJL031C,canonical,conserved,Verified,chrX,386368,387438,-
orf135880,chr10_387657,YJL030W,canonical,conserved,Verified,chrX,387657,388247,+
orf133312,chr10_388328,NA,noncanonical,other,None,chrX,388328,388366,+
orf141269,chr10_388385,YJL029C,canonical,conserved,Verified,chrX,388385,390853,-
orf135897,chr10_391311,YJL028W,canonical,other,Verified,chrX,391311,391646,+
orf138520,chr10_391833,YJL027C,canonical,denovo,Uncharacterized,chrX,391833,392249,-
orf138519,chr10_392352,NA,noncanonical,other,None,chrX,392352,392531,-
orf130250,chr10_392404,YJL026W,canonical,conserved,Verified,chrX,392404,393603,+
orf144019,chr10_392524,NA,noncanonical,other,None,chrX,392524,392763,-
orf130253,chr10_393967,YJL025W,canonical,conserved,Verified,chrX,393967,395511,+
orf141253,chr10_395696,NA,noncanonical,other,None,chrX,395696,395737,-
NA,chr10_395931,YJL024C,canonical,conserved,Verified,chrX,395931,396592,-
orf130256,chr10_396091,NA,noncanonical,other,None,chrX,396091,396243,+
orf141243,chr10_397355,YJL023C,canonical,conserved,Verified,chrX,397355,398398,-
orf135914,chr10_398616,NA,noncanonical,other,None,chrX,398616,398696,+
orf138498,chr10_398937,YJL020C,canonical,conserved,Verified,chrX,398937,402410,-
orf139755,chr10_40194,YJL208C,canonical,conserved,Verified,chrX,40194,41183,-
orf135936,chr10_402897,YJL019W,canonical,conserved,Verified,chrX,402897,404945,+
orf130290,chr10_405109,NA,noncanonical,denovo,None,chrX,405109,405177,+
orf133365,chr10_405254,NA,noncanonical,denovo,None,chrX,405254,405289,+
orf135939,chr10_405588,YJL016W,canonical,conserved,Uncharacterized,chrX,405588,407273,+
orf133367,chr10_407558,YJL014W,canonical,conserved,Verified,chrX,407558,409162,+
orf130306,chr10_409243,NA,noncanonical,denovo,None,chrX,409243,409398,+
orf141183,chr10_409493,YJL013C,canonical,conserved,Verified,chrX,409493,411040,-
orf138471,chr10_411234,YJL012C,canonical,conserved,Verified,chrX,411234,413399,-
orf145292,chr10_41224,NA,noncanonical,denovo,None,chrX,41224,41307,-
orf145291,chr10_41389,YJL207C,canonical,conserved,Verified,chrX,41389,47433,-
orf138468,chr10_414285,YJL011C,canonical,conserved,Verified,chrX,414285,414770,-
orf138455,chr10_417129,NA,noncanonical,other,None,chrX,417129,417236,-
orf143918,chr10_417562,YJL010C,canonical,conserved,Verified,chrX,417562,419562,-
orf143916,chr10_419782,NA,noncanonical,other,None,chrX,419782,419856,-
orf133413,chr10_419855,YJL009W,noncanonical,other,Dubious,chrX,419855,420181,+
orf141137,chr10_419957,YJL008C,canonical,conserved,Verified,chrX,419957,421663,-
orf130351,chr10_422023,NA,noncanonical,other,None,chrX,422023,422292,+
orf136006,chr10_422289,NA,noncanonical,other,None,chrX,422289,422330,+
orf138425,chr10_423138,YJL006C,canonical,conserved,Verified,chrX,423138,424109,-
orf136017,chr10_425157,YJL005W,canonical,conserved,Verified,chrX,425157,431237,+
orf130412,chr10_431254,NA,noncanonical,denovo,None,chrX,431254,431349,+
orf143867,chr10_431407,NA,noncanonical,other,None,chrX,431407,431592,-
orf138395,chr10_431589,YJL004C,canonical,conserved,Verified,chrX,431589,432200,-
orf143863,chr10_432298,NA,noncanonical,denovo,None,chrX,432298,432351,-
orf133448,chr10_432644,YJL003W,canonical,conserved,Verified,chrX,432644,433000,+
orf136027,chr10_432978,NA,noncanonical,other,None,chrX,432978,433049,+
orf136028,chr10_433062,NA,noncanonical,denovo,None,chrX,433062,433151,+
orf130418,chr10_433108,NA,noncanonical,denovo,None,chrX,433108,433218,+
orf138392,chr10_433221,YJL002C,canonical,conserved,Verified,chrX,433221,434651,-
orf141075,chr10_434717,NA,noncanonical,denovo,None,chrX,434717,434881,-
orf136032,chr10_434967,NA,noncanonical,denovo,None,chrX,434967,435095,+
NA,chr10_435163,YJL001W,canonical,conserved,Verified,chrX,435163,435926,+
orf133458,chr10_436802,YJR001W,canonical,conserved,Verified,chrX,436802,438610,+
orf136050,chr10_438672,NA,noncanonical,denovo,None,chrX,438672,438794,+
orf130433,chr10_438865,YJR002W,canonical,conserved,Verified,chrX,438865,440646,+
orf138366,chr10_440994,YJR003C,canonical,conserved,Uncharacterized,chrX,440994,442613,-
orf141043,chr10_442694,NA,noncanonical,denovo,None,chrX,442694,442813,-
orf143831,chr10_442909,YJR004C,canonical,conserved,Verified,chrX,442909,444861,-
orf136068,chr10_443253,NA,noncanonical,denovo,None,chrX,443253,443405,+
orf143827,chr10_445390,NA,noncanonical,denovo,None,chrX,445390,445437,-
orf136081,chr10_445923,YJR005W,canonical,conserved,Verified,chrX,445923,448025,+
orf136082,chr10_448032,NA,noncanonical,denovo,None,chrX,448032,448070,+
orf141020,chr10_448241,NA,noncanonical,denovo,None,chrX,448241,448312,-
orf138341,chr10_448341,NA,noncanonical,denovo,None,chrX,448341,448475,-
orf143810,chr10_448477,YJR005C-A,canonical,conserved,Verified,chrX,448477,448758,-
orf136088,chr10_449202,YJR006W,canonical,conserved,Verified,chrX,449202,450665,+
orf136090,chr10_451020,YJR007W,canonical,conserved,Verified,chrX,451020,451934,+
orf130489,chr10_452317,NA,noncanonical,denovo,None,chrX,452317,452367,+
orf136092,chr10_452430,YJR008W,canonical,conserved,Verified,chrX,452430,453446,+
orf140997,chr10_453152,NA,noncanonical,other,None,chrX,453152,453349,-
orf133512,chr10_453446,NA,noncanonical,other,None,chrX,453446,453565,+
orf140995,chr10_453593,NA,noncanonical,other,None,chrX,453593,453631,-
orf140994,chr10_453683,YJR009C,canonical,conserved,Verified,chrX,453683,454681,-
orf133524,chr10_456239,YJR010W,canonical,conserved,Verified,chrX,456239,457774,+
orf143761,chr10_458077,YJR010C-A,canonical,conserved,Verified,chrX,458077,458361,-
orf143759,chr10_458641,YJR011C,canonical,conserved,Uncharacterized,chrX,458641,459426,-
orf133532,chr10_459641,NA,noncanonical,other,None,chrX,459641,459703,+
orf138295,chr10_459795,YJR012C,canonical,conserved,Uncharacterized,chrX,459795,460418,-
orf133536,chr10_460382,YJR013W,canonical,conserved,Verified,chrX,460382,461593,+
orf143756,chr10_460621,NA,noncanonical,other,None,chrX,460621,460896,-
orf138293,chr10_460974,NA,noncanonical,other,None,chrX,460974,461345,-
orf136129,chr10_461829,YJR014W,canonical,conserved,Verified,chrX,461829,462425,+
orf130537,chr10_462721,YJR015W,canonical,conserved,Uncharacterized,chrX,462721,464253,+
orf138277,chr10_464451,YJR016C,canonical,conserved,Verified,chrX,464451,466208,-
NA,chr10_466,YJL225C,canonical,conserved,Uncharacterized,chrX,466,6130,-
orf138274,chr10_466521,YJR017C,canonical,conserved,Verified,chrX,466521,467093,-
orf130549,chr10_466786,YJR018W,noncanonical,other,Dubious,chrX,466786,467148,+
orf138273,chr10_467232,YJR019C,canonical,conserved,Verified,chrX,467232,468281,-
NA,chr10_468555,YJR021C,canonical,conserved,Verified,chrX,468555,469579,-
orf133567,chr10_469727,YJR022W,canonical,conserved,Verified,chrX,469727,470113,+
orf143733,chr10_469804,YJR023C,noncanonical,denovo,Dubious,chrX,469804,470205,-
orf143732,chr10_470230,YJR024C,canonical,conserved,Verified,chrX,470230,470964,-
orf138259,chr10_471138,YJR025C,canonical,conserved,Verified,chrX,471138,471671,-
orf133574,chr10_471185,NA,noncanonical,other,None,chrX,471185,471424,+
orf136159,chr10_472266,NA,noncanonical,denovo,None,chrX,472266,472454,+
orf145290,chr10_47659,YJL206C,canonical,conserved,Uncharacterized,chrX,47659,49935,-
orf136175,chr10_478344,YJR028W,canonical,conserved,transposable_element_gene,chrX,478344,479666,+
orf140860,chr10_483959,YJR030C,canonical,conserved,Uncharacterized,chrX,483959,486196,-
orf143650,chr10_486586,YJR031C,canonical,conserved,Verified,chrX,486586,490812,-
orf133657,chr10_491081,YJR032W,canonical,conserved,Verified,chrX,491081,492262,+
orf138158,chr10_492378,YJR033C,canonical,conserved,Verified,chrX,492378,496451,-
orf136252,chr10_496683,YJR034W,canonical,conserved,Verified,chrX,496683,497009,+
orf136255,chr10_497355,YJR035W,canonical,conserved,Verified,chrX,497355,500612,+
orf145289,chr10_49936,NA,noncanonical,denovo,None,chrX,49936,50007,-
orf143607,chr10_500713,YJR036C,canonical,conserved,Verified,chrX,500713,503391,-
NA,chr10_50139,YJL205C,canonical,conserved,Verified,chrX,50139,50443,-
orf140791,chr10_503405,NA,noncanonical,denovo,None,chrX,503405,503500,-
orf136272,chr10_503874,NA,noncanonical,other,None,chrX,503874,503960,+
orf133699,chr10_503936,YJR039W,canonical,conserved,Uncharacterized,chrX,503936,507301,+
orf145284,chr10_50629,YJL204C,canonical,conserved,Verified,chrX,50629,53151,-
orf133701,chr10_507746,YJR040W,canonical,conserved,Verified,chrX,507746,510085,+
orf140767,chr10_510239,YJR041C,canonical,conserved,Verified,chrX,510239,513763,-
orf133724,chr10_514055,YJR042W,canonical,conserved,Verified,chrX,514055,516289,+
orf140762,chr10_516461,YJR043C,canonical,conserved,Verified,chrX,516461,517513,-
orf143529,chr10_518626,NA,noncanonical,denovo,None,chrX,518626,518688,-
orf136364,chr10_518745,NA,noncanonical,other,None,chrX,518745,518975,+
orf138054,chr10_518763,YJR044C,canonical,conserved,Verified,chrX,518763,519185,-
orf138051,chr10_519534,NA,noncanonical,denovo,None,chrX,519534,519587,-
orf140753,chr10_519638,YJR045C,canonical,conserved,Verified,chrX,519638,521602,-
orf136377,chr10_522048,YJR046W,canonical,conserved,Verified,chrX,522048,523862,+
orf143506,chr10_524908,YJR047C,canonical,conserved,Verified,chrX,524908,525381,-
orf136385,chr10_526194,NA,noncanonical,denovo,None,chrX,526194,526244,+
orf136386,chr10_526335,YJR048W,canonical,conserved,Verified,chrX,526335,526664,+
orf136387,chr10_526704,NA,noncanonical,denovo,None,chrX,526704,526781,+
orf138031,chr10_526884,YJR049C,canonical,conserved,Verified,chrX,526884,528476,-
orf133766,chr10_528257,NA,noncanonical,denovo,None,chrX,528257,528550,+
orf130806,chr10_528697,YJR050W,canonical,conserved,Verified,chrX,528697,529404,+
orf133776,chr10_529388,NA,noncanonical,other,None,chrX,529388,529504,+
orf136402,chr10_529644,NA,noncanonical,other,None,chrX,529644,529736,+
orf130810,chr10_529861,YJR051W,canonical,conserved,Verified,chrX,529861,531366,+
orf136407,chr10_532062,YJR052W,canonical,conserved,Verified,chrX,532062,533759,+
orf128976,chr10_53341,YJL203W,canonical,conserved,Verified,chrX,53341,54183,+
orf136409,chr10_534027,YJR053W,canonical,conserved,Verified,chrX,534027,535751,+
orf133799,chr10_535928,NA,noncanonical,denovo,None,chrX,535928,536032,+
orf130851,chr10_536056,YJR054W,canonical,conserved,Verified,chrX,536056,537549,+
orf137989,chr10_538377,NA,noncanonical,other,None,chrX,538377,538448,-
orf133818,chr10_538772,YJR055W,canonical,conserved,Verified,chrX,538772,539266,+
